,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
Th,12/10/2020,39.7,47.95,43.84,72.85
We,12/9/2020,39.52,48.03,43.85,72.9
Tu,12/8/2020,37.7,48.16,43.88,72.96
Mo,12/7/2020,37.68,48.22,43.91,73.01
,,,,,
Fr,12/4/2020,38.34,48.3,43.99,73.04
Th,12/3/2020,40.95,48.39,44.08,73.06
We,12/2/2020,45.68,48.46,44.2,73.06
Tu,12/1/2020,47.81,48.37,44.28,73.01
Mo,11/30/2020,47.37,48.28,44.3,72.93
,,,,,
Fr,11/27/2020,46.21,48.11,44.36,72.86
We,11/25/2020,43.56,47.96,44.39,72.79
Tu,11/24/2020,42.84,47.91,44.46,72.76
Mo,11/23/2020,42.79,47.96,44.54,72.72
,,,,,
Fr,11/20/2020,43.94,48.09,44.63,72.69
Th,11/19/2020,46.34,48.21,44.7,72.65
We,11/18/2020,46.06,48.33,44.77,72.62
Tu,11/17/2020,45.08,48.4,44.89,72.57
Mo,11/16/2020,46.89,48.61,45.04,72.53
,,,,,
Fr,11/13/2020,48.24,48.56,45.21,72.49
Th,11/12/2020,50.9,48.42,45.35,72.44
We,11/11/2020,49.24,48.11,45.49,72.4
Tu,11/10/2020,49.64,47.76,45.59,72.35
Mo,11/9/2020,52.2,47.42,45.66,72.29
,,,,,
Fr,11/6/2020,55.75,47.02,45.72,72.21
Th,11/5/2020,53.69,46.58,45.78,72.11
We,11/4/2020,54.53,46.18,45.86,72.03
Tu,11/3/2020,63.63,45.75,45.98,71.93
Mo,11/2/2020,66.73,45.12,46.02,71.77
,,,,,
Fr,10/30/2020,68.84,44.46,46.06,71.59
Th,10/29/2020,63.38,43.74,46.07,71.39
We,10/28/2020,59.61,43.13,46.07,71.21
Tu,10/27/2020,50.22,42.57,46.15,71.06
Mo,10/26/2020,53.05,42.21,46.32,70.98
,,,,,
Fr,10/23/2020,46.32,41.86,46.43,70.88
Th,10/22/2020,46.61,41.63,46.62,70.82
We,10/21/2020,47.58,41.39,46.81,70.74
Tu,10/20/2020,43.85,41.19,46.98,70.67
Mo,10/19/2020,43.35,41.03,47.19,70.61
,,,,,
Fr,10/16/2020,44.06,40.91,47.44,70.56
Th,10/15/2020,43.83,40.78,47.73,70.5
We,10/14/2020,43.53,40.64,48.03,70.44
Tu,10/13/2020,46.07,40.58,48.35,70.36
Mo,10/12/2020,44.04,40.49,48.74,70.27
,,,,,
Fr,10/9/2020,42.38,40.5,49.19,70.18
Th,10/8/2020,41.15,40.49,49.5,70.1
We,10/7/2020,45.5,40.46,49.83,70.01
Tu,10/6/2020,46.6,40.37,50.13,69.91
Mo,10/5/2020,49.44,40.26,50.43,69.8
,,,,,
Fr,10/2/2020,55.51,40.12,50.74,69.69
Th,10/1/2020,49.35,39.89,51.01,69.53
We,9/30/2020,44,39.73,51.38,69.42
Tu,9/29/2020,46.13,39.67,52.04,69.33
Mo,9/28/2020,40.64,39.6,52.57,69.23
,,,,,
Fr,9/25/2020,41.41,39.59,53.27,69.16
Th,9/24/2020,42.88,39.69,54.01,69.09
We,9/23/2020,44.64,39.77,54.55,69.02
Tu,9/22/2020,41.28,39.94,55.08,68.93
Mo,9/21/2020,42.89,40.18,55.77,68.88
,,,,,
Fr,9/18/2020,39.07,40.32,56.39,68.81
Th,9/17/2020,38.73,40.61,57.95,68.77
We,9/16/2020,41.13,40.81,59.55,68.74
Tu,9/15/2020,45.19,41.02,61,68.71
Mo,9/14/2020,49.41,41.13,62.28,68.66
,,,,,
Fr,9/11/2020,50.13,41.17,63.9,68.59
Th,9/10/2020,52.16,41.19,65.76,68.5
We,9/9/2020,49.42,41.21,68.49,68.39
Tu,9/8/2020,55.9,41.38,70.26,68.3
,,,,,
Fr,9/4/2020,44.02,41.46,70.66,68.19
Th,9/3/2020,41.28,41.86,71.37,68.12
We,9/2/2020,35.49,42.28,72.16,68.08
Tu,9/1/2020,31.74,42.87,72.96,68.07
Mo,8/31/2020,32.59,43.42,73.79,68.08
,,,,,
Fr,8/28/2020,32.06,43.9,74.76,68.08
Th,8/27/2020,33.74,44.43,75.74,68.08
We,8/26/2020,33.79,44.98,76.82,68.09
Tu,8/25/2020,33.03,45.54,77.87,
Mo,8/24/2020,32.25,46.21,78.98,
,,,,,
Fr,8/21/2020,33.68,46.93,80.08,
Th,8/20/2020,32.83,47.66,81.37,
We,8/19/2020,32.85,48.4,82.63,
Tu,8/18/2020,31.7,49,84,
Mo,8/17/2020,32.43,49.73,85.43,
,,,,,
Fr,8/14/2020,35.1,50.42,86.86,
Th,8/13/2020,34.87,51,88.01,
We,8/12/2020,34.74,51.61,89.11,
Tu,8/11/2020,37.5,52.23,90.47,
Mo,8/10/2020,35.74,52.77,91.95,
,,,,,
Fr,8/7/2020,37.43,53.35,93.49,
Th,8/6/2020,37.59,53.98,94.76,
We,8/5/2020,37.12,54.69,96.05,
Tu,8/4/2020,40.28,55.42,97.01,
Mo,8/3/2020,41.56,56.13,97.89,
,,,,,
Fr,7/31/2020,44.43,57,98.66,
Th,7/30/2020,42.06,57.89,99.45,
We,7/29/2020,39.58,58.52,100.09,
Tu,7/28/2020,41.09,59.19,100.62,
Mo,7/27/2020,41.37,59.89,101.37,
,,,,,
Fr,7/24/2020,42.35,60.59,101.6,
Th,7/23/2020,43.83,61.35,101.71,
We,7/22/2020,41.3,62.13,101.77,
Tu,7/21/2020,41.1,63.04,101.87,
Mo,7/20/2020,42.59,64.41,101.94,
,,,,,
Fr,7/17/2020,40.22,65.53,102.03,
Th,7/16/2020,46.12,66.94,102.12,
We,7/15/2020,47.05,68.33,102.09,
Tu,7/14/2020,53.04,69.33,102.05,
Mo,7/13/2020,53.41,70.22,101.91,
,,,,,
Fr,7/10/2020,49.71,71.36,101.74,
Th,7/9/2020,53.77,72.46,101.57,
We,7/8/2020,48.85,75.3,101.36,
Tu,7/7/2020,51.39,78.3,101.2,
Mo,7/6/2020,50.73,80.98,101.05,
,,,,,
Fr,7/3/2020,51.29,83.43,100.9,
Th,7/2/2020,51.29,86.63,100.74,
We,7/1/2020,53.43,90.34,100.6,
Tu,6/30/2020,57.66,95.77,100.46,
Mo,6/29/2020,60.04,99.14,100.26,
,,,,,
Fr,6/26/2020,63.69,99.86,100.02,
Th,6/25/2020,62.69,100.89,99.76,
We,6/24/2020,64.96,102.04,99.53,
Tu,6/23/2020,58.83,103.05,99.3,
Mo,6/22/2020,56.76,104.16,99.12,
,,,,,
Fr,6/19/2020,58.73,105.63,98.92,
Th,6/18/2020,61.35,107.05,98.69,
We,6/17/2020,61.45,108.65,98.44,
Tu,6/16/2020,66.63,110.2,98.21,
Mo,6/15/2020,68.11,111.76,97.89,
,,,,,
Fr,6/12/2020,70.22,113.23,97.52,
Th,6/11/2020,69.96,115.08,97.13,
We,6/10/2020,63.06,116.86,96.71,
Tu,6/9/2020,67.76,119.01,96.36,
Mo,6/8/2020,67.24,121.14,95.98,
,,,,,
Fr,6/5/2020,64.2,123.31,95.64,
Th,6/4/2020,65.13,125.03,95.34,
We,6/3/2020,65.73,126.6,95.03,
Tu,6/2/2020,64.71,128.71,94.67,
Mo,6/1/2020,64.38,131.13,94.36,
,,,,,
Fr,5/29/2020,69.23,133.64,94.04,
Th,5/28/2020,72.98,135.54,93.67,
We,5/27/2020,73.89,137.41,93.26,
Tu,5/26/2020,75.47,138.6,92.84,
,,,,,
Fr,5/22/2020,84.98,139.66,92.37,
Th,5/21/2020,89.06,140.33,91.81,
We,5/20/2020,73.62,141.02,91.18,
Tu,5/19/2020,73.22,141.65,90.69,
Mo,5/18/2020,76.14,142.05,90.2,
,,,,,
Fr,5/15/2020,76.39,142.84,89.69,
Th,5/14/2020,80.05,142.61,89.18,
We,5/13/2020,82.83,142.06,88.63,
Tu,5/12/2020,86.86,141.42,88.05,
Mo,5/11/2020,109.72,140.7,87.45,
,,,,,
Fr,5/8/2020,98.7,139.47,86.62,
Th,5/7/2020,110.62,138.52,85.9,
We,5/6/2020,115.39,137.3,85.06,
Tu,5/5/2020,97.27,135.86,84.18,
Mo,5/4/2020,97.42,134.76,83.49,
,,,,,
Fr,5/1/2020,110.18,133.6,82.79,
Th,4/30/2020,104.98,132.12,81.99,
We,4/29/2020,195.59,130.68,81.24,
Tu,4/28/2020,198.77,127.42,79.59,
Mo,4/27/2020,185.47,124.11,77.92,
,,,,,
Fr,4/24/2020,173.53,121.12,76.42,
Th,4/23/2020,211,118.37,75.03,
We,4/22/2020,236.8,114.86,73.29,
Tu,4/21/2020,325.15,110.87,71.23,
Mo,4/20/2020,226.13,105.15,68.29,
,,,,,
Fr,4/17/2020,95.91,101.38,66.35,
Th,4/16/2020,115.1,100.19,65.71,
We,4/15/2020,120.38,98.64,64.88,
Tu,4/14/2020,115.48,97.02,64,
Mo,4/13/2020,114.44,95.55,63.17,
,,,,,
Fr,4/10/2020,129.88,94.07,62.36,
Th,4/9/2020,129.88,92.22,61.39,
We,4/8/2020,141.46,90.34,60.43,
Tu,4/7/2020,139.13,88.24,59.37,
Mo,4/6/2020,144.19,86.21,,
,,,,,
Fr,4/3/2020,141.68,84.02,,
Th,4/2/2020,162.65,81.82,,
We,4/1/2020,158.98,79.18,,
Tu,3/31/2020,170.55,76.56,,
Mo,3/30/2020,174.22,73.72,,
,,,,,
Fr,3/27/2020,175.88,70.83,,
Th,3/26/2020,150.06,67.98,,
We,3/25/2020,144.03,65.65,,
Tu,3/24/2020,170.86,63.45,,
Mo,3/23/2020,185.68,60.64,,
,,,,,
Fr,3/20/2020,190.08,57.59,,
Th,3/19/2020,164.06,54.45,,
We,3/18/2020,166.79,51.8,,
Tu,3/17/2020,133.32,49.11,,
Mo,3/16/2020,128.5,47.08,,
,,,,,
Fr,3/13/2020,118.48,45.09,,
Th,3/12/2020,123.45,43.28,,
We,3/11/2020,105.25,41.33,,
Tu,3/10/2020,92.93,39.73,,
Mo,3/9/2020,115.92,38.35,,
,,,,,
Fr,3/6/2020,65.02,36.54,,
Th,3/5/2020,52.58,35.75,,
We,3/4/2020,50.59,35.21,,
Tu,3/3/2020,50.8,34.69,,
Mo,3/2/2020,48.33,34.21,,
,,,,,
Fr,2/28/2020,51.25,33.77,,
Th,2/27/2020,49.42,33.27,,
We,2/26/2020,43.4,32.82,,
Tu,2/25/2020,42.5,32.5,,
Mo,2/24/2020,39.53,32.21,,
,,,,,
Fr,2/21/2020,35.87,31.98,,
Th,2/20/2020,33.16,31.86,,
We,2/19/2020,32.27,31.8,,
Tu,2/18/2020,33.47,31.76,,
,,,,,
Fr,2/14/2020,35.93,31.73,,
Th,2/13/2020,35.84,31.72,,
We,2/12/2020,35.58,31.7,,
Tu,2/11/2020,37.52,31.72,,
Mo,2/10/2020,39.01,31.59,,
,,,,,
Fr,2/7/2020,37.51,31.43,,
Th,2/6/2020,36.44,31.32,,
We,2/5/2020,37.88,31.24,,
Tu,2/4/2020,39.44,31.11,,
Mo,2/3/2020,41.81,30.97,,
,,,,,
Fr,1/31/2020,40.35,30.79,,
Th,1/30/2020,37.49,30.66,,
We,1/29/2020,35.73,30.56,,
Tu,1/28/2020,36.42,30.52,,
Mo,1/27/2020,37.72,30.5,,
,,,,,
Fr,1/24/2020,34.55,,,
Th,1/23/2020,31.95,,,
We,1/22/2020,30.7,,,
Tu,1/21/2020,27.66,,,
,,,,,
Fr,1/17/2020,28.6,,,
Th,1/16/2020,29.79,,,
We,1/15/2020,33.38,,,
Tu,1/14/2020,33.62,,,
Mo,1/13/2020,34.25,,,
,,,,,
Fr,1/10/2020,30.38,,,
Th,1/9/2020,33.22,,,
We,1/8/2020,32.6,,,
Tu,1/7/2020,31.8,,,
Mo,1/6/2020,32.32,,,
,,,,,
Fr,1/3/2020,31.92,,,
Th,1/2/2020,28.75,,,
Tu,12/31/2019,28.3,,,
Mo,12/30/2019,25.86,,,
,,,,,
Fr,12/27/2019,25.16,,,
Th,12/26/2019,24.08,,,
Tu,12/24/2019,25.46,,,
Mo,12/23/2019,25.11,,,
,,,,,
Fr,12/20/2019,25.54,,,
Th,12/19/2019,24.8,,,
We,12/18/2019,26.77,,,
Tu,12/17/2019,26.33,,,
Mo,12/16/2019,26.51,,,
,,,,,
Fr,12/13/2019,26.76,,,
Th,12/12/2019,27.44,,,
We,12/11/2019,27.81,,,
Tu,12/10/2019,27.94,,,
Mo,12/9/2019,30.02,,,
,,,,,
Fr,12/6/2019,30.02,,,
Th,12/5/2019,30.41,,,
We,12/4/2019,32.21,,,
Tu,12/3/2019,35.05,,,
Mo,12/2/2019,34.97,,,
,,,,,
Fr,11/29/2019,36.73,,,
We,11/27/2019,30.82,,,
Tu,11/26/2019,31.25,,,
Mo,11/25/2019,31.9,,,
,,,,,
Fr,11/22/2019,32.38,,,
Th,11/21/2019,31.59,,,
We,11/20/2019,32.2,,,
Tu,11/19/2019,32.94,,,
Mo,11/18/2019,33.68,,,
,,,,,
Fr,11/15/2019,32.42,,,
Th,11/14/2019,33.94,,,
We,11/13/2019,35.15,,,
