Calls,,,,,,,,,,,,,
Strike,Ticker,Bid,Ask,Last,IVM,Volm,Strike,Ticker,Bid,Ask,Last,IVM,Volm
ERROR(6),,,,,,,,,,,,,
6430,SPXW 10/17/25 C6430,145.1999969,147.3999939,172.2400055,12.94227314,0,6430,SPXW 10/17/25 P6430,111,113.0999985,102.9700012,12.95113564,0
6435,SPXW 10/17/25 C6435,142,144.1000061,151.3099976,12.87849331,0,6435,SPXW 10/17/25 P6435,112.5,113.9000015,101.6500015,12.88152599,0
6440,SPXW 10/17/25 C6440,138.8000031,140.1999969,152.3999939,12.81931973,0,6440,SPXW 10/17/25 P6440,114.5,115.6999969,103.5699997,12.81409931,0
6445,SPXW 10/17/25 C6445,135.6000061,137.8000031,144.5599976,12.74938488,0,6445,SPXW 10/17/25 P6445,116.1999969,118.0999985,100.4199982,12.75892162,0
6450,SPXW 10/17/25 C6450,132.3999939,134.3999939,142.4299927,12.70985985,0,6450,SPXW 10/17/25 P6450,117.9000015,119.9000015,107.3000031,12.69569016,0
ERROR(6),,,,,,,,,,,,,
6430,SPXW 10/31/25 C6430,171.6000061,173.8000031,191.7200012,13.41781712,0,6430,SPXW 10/31/25 P6430,127.0999985,128.5,117.8700027,13.40821075,0
6435,SPXW 10/31/25 C6435,168.8000031,170.3000031,183.8899994,13.38575268,0,6435,SPXW 10/31/25 P6435,128.6999969,130.1000061,112.9400024,13.36169147,0
6440,SPXW 10/31/25 C6440,164.8000031,167.1999969,195.0299988,13.30985546,0,6440,SPXW 10/31/25 P6440,130.1000061,132.5,116.2900009,13.30391312,0
6445,SPXW 10/31/25 C6445,162,163.8999939,176.25,13.24290752,0,6445,SPXW 10/31/25 P6445,131.8999939,134.1999969,117.7900009,13.23489857,0
6450,SPXW 10/31/25 C6450,158.8999939,160.1999969,167.3500061,13.19391155,0,6450,SPXW 10/31/25 P6450,133.5,136,123.0999985,13.16366959,0
ERROR(6),,,,,,,,,,,,,
6430,SPX 11/21/25 C6430,203.5,205.8999939,217.6600037,13.84471226,0,6430,SPX 11/21/25 P6430,148.3000031,150.6000061,137.6999969,13.83764648,0
6435,SPX 11/21/25 C6435,200.3000031,202.5,185.6000061,13.78173447,0,6435,SPX 11/21/25 P6435,150,152.1000061,151.9199982,13.77317524,0
6440,SPX 11/21/25 C6440,197,199.1999969,226.1499939,13.73924732,0,6440,SPX 11/21/25 P6440,151.6000061,153.8999939,179.5,13.72362709,0
6445,SPX 11/21/25 C6445,193.6999969,195.8999939,203.2400055,13.68406487,0,6445,SPX 11/21/25 P6445,153.1999969,155.3999939,144.8800049,13.66944122,0
6450,SPX 11/21/25 C6450,190.3999939,192.6000061,200.3999939,13.62329292,0,6450,SPX 11/21/25 P6450,154.8999939,157.1000061,150,13.60774422,0
ERROR(6),,,,,,,,,,,,,
6430,SPXW 11/21/25 C6430,204.8000031,206.3000031,178,13.85740852,0,6430,SPXW 11/21/25 P6430,149.1999969,151.5,136.1000061,13.88602543,0
6435,SPXW 11/21/25 C6435,201.3999939,203.3000031,215.3999939,13.80971146,0,6435,SPXW 11/21/25 P6435,150.8999939,153.1999969,135.8999939,13.82241631,0
6440,SPXW 11/21/25 C6440,198.1000061,200,215.7899933,13.76414204,0,6440,SPXW 11/21/25 P6440,152.6000061,154.6999969,180.8200073,13.78089809,0
6445,SPXW 11/21/25 C6445,194.8999939,196.6999969,217.1799927,13.712183,0,6445,SPXW 11/21/25 P6445,154,156,190.6000061,13.71013641,0
6450,SPXW 11/21/25 C6450,191.1999969,193.3999939,213,13.64068794,0,6450,SPXW 11/21/25 P6450,155.8999939,158.1999969,143.9799957,13.66926956,0
ERROR(6),,,,,,,,,,,,,
6430,SPXW 11/28/25 C6430,214.3999939,216.1999969,228.7100067,14.01829433,0,6430,SPXW 11/28/25 P6430,154.1999969,156.6000061,141.8999939,13.99684238,0
6435,SPXW 11/28/25 C6435,210.8000031,212.6999969,217.6000061,13.94157028,0,6435,SPXW 11/28/25 P6435,156.1000061,157.6999969,0,13.94347763,0
6440,SPXW 11/28/25 C6440,207.6999969,209.3999939,238.1399994,13.90553284,0,6440,SPXW 11/28/25 P6440,157.5,159.3000031,143.1600037,13.8886137,0
6445,SPXW 11/28/25 C6445,204.1999969,206.3000031,221.7100067,13.83734608,0,6445,SPXW 11/28/25 P6445,159.1000061,161.6000061,194.9900055,13.82459354,0
6450,SPXW 11/28/25 C6450,200.3999939,203.1000061,206.5700073,13.78295326,0,6450,SPXW 11/28/25 P6450,160.6999969,163.1000061,154.4700012,13.78110123,0
ERROR(6),,,,,,,,,,,,,
6430,SPX 12/19/25 C6430,244.6000061,247.1999969,214.8000031,14.41316891,0,6430,SPX 12/19/25 P6430,173.8999939,176.6000061,166.1000061,14.41915894,0
6435,SPX 12/19/25 C6435,241.1999969,243.8000031,248.3000031,14.3608675,0,6435,SPX 12/19/25 P6435,175.5,178.1999969,160.8000031,14.36397171,0
6440,SPX 12/19/25 C6440,237.8999939,240.5,263,14.3242321,0,6440,SPX 12/19/25 P6440,177.1000061,179.8000031,166.1300049,14.32244968,0
6445,SPX 12/19/25 C6445,234.6000061,237.1999969,0,14.27647018,0,6445,SPX 12/19/25 P6445,178.6999969,181.3999939,218.2200012,14.26488018,0
6450,SPX 12/19/25 C6450,231.3999939,233.8999939,238.5,14.2213459,0,6450,SPX 12/19/25 P6450,180.3999939,183,174.1000061,14.22465897,0
ERROR(6),,,,,,,,,,,,,
6425,SPXW 12/19/25 C6425,248.8000031,251.3000031,231.4799957,14.48407555,0,6425,SPXW 12/19/25 P6425,173.3000031,175.8000031,163.3000031,14.51372528,0
6430,SPXW 12/19/25 C6430,245.3999939,247.8999939,253,14.44011688,0,6430,SPXW 12/19/25 P6430,174.8000031,177.3000031,160.75,14.46378422,0
6440,SPXW 12/19/25 C6440,238.8000031,241.1999969,0,14.35183525,0,6440,SPXW 12/19/25 P6440,178,180.5,163.6000061,14.3528471,0
6450,SPXW 12/19/25 C6450,232.1999969,234.6000061,236.6000061,14.2484808,0,6450,SPXW 12/19/25 P6450,181.1999969,183.8000031,173.5,14.26943398,0
6460,SPXW 12/19/25 C6460,226.1000061,228.1999969,239.8999939,14.17466259,0,6460,SPXW 12/19/25 P6460,184.5,187,170.3999939,14.17363453,0
ERROR(6),,,,,,,,,,,,,
6430,SPXW 12/31/25 C6430,260.8999939,263.8999939,268.769989,14.63238335,0,6430,SPXW 12/31/25 P6430,182.5,184.5,172.8999939,14.61116123,0
6435,SPXW 12/31/25 C6435,257.2999878,260.3999939,265,14.57274914,0,6435,SPXW 12/31/25 P6435,184,186.1999969,177.9700012,14.55635738,0
6440,SPXW 12/31/25 C6440,254.3999939,256.7000122,281.4700012,14.52205944,0,6440,SPXW 12/31/25 P6440,185.1999969,188,179.4700012,14.52380562,0
6445,SPXW 12/31/25 C6445,250.6999969,253.6999969,260.8299866,14.48358822,0,6445,SPXW 12/31/25 P6445,186.8000031,189.6000061,174.8699951,14.46350002,0
6450,SPXW 12/31/25 C6450,247.5,250.3999939,255,14.42677116,0,6450,SPXW 12/31/25 P6450,188.3999939,191.1000061,175.8999939,14.43541241,0
ERROR(6),,,,,,,,,,,,,
6425,SPX 1/16/26 C6425,289.6000061,292.5,300.3999939,14.93850994,0,6425,SPX 1/16/26 P6425,191,193.8999939,181,14.95156288,0
6430,SPX 1/16/26 C6430,286.1999512,289.0998535,293.7999878,14.890728,0,6430,SPX 1/16/26 P6430,192.5,195.1000061,182,14.88364124,0
6440,SPX 1/16/26 C6440,279.3999023,282.3000488,317.7099915,14.7987051,0,6440,SPX 1/16/26 P6440,195.5,198.1999969,190.75,14.79240131,0
6450,SPX 1/16/26 C6450,272.7000122,275.6000061,280,14.70019531,0,6450,SPX 1/16/26 P6450,198.6000061,201.3000031,193.75,14.69376469,0
6460,SPX 1/16/26 C6460,265.8999939,269,283,14.61572266,0,6460,SPX 1/16/26 P6460,201.8000031,204.6999969,191,14.61730194,0
